Sample_ID,Province,City,Date_Collected,Water_Source,Pollutant_Type,Pollutant_Level_mg_L,Safe_Limit_mg_L,Exceeds_Limit,pH_Level,Temperature_C,Turbidity_NTU,Conductivity_uS_cm,Dissolved_Oxygen_mg_L,Treatment_Status,Agency_Responsible,Latitude,Longitude,Sampling_Depth_m,Comments
SMP102187,Newfoundland and Labrador,Lake David,2024-12-20,Reservoir,Chlorine,16.25,16.32,False,5.38,5.8,57.2,1013.77,6.33,Treated,EnviroCan,47.094205,-107.430785,4.92,None head church she answer.
SMP102188,Newfoundland and Labrador,Bennettstad,2023-05-31,Groundwater,Microplastics,7.21,27.51,False,7.75,7.1,14.39,459.96,9.86,Treated,WaterSafe Canada,53.452699,-137.875827,3.05,Study painting child listen together fact.
SMP102189,Prince Edward Island,South Rebeccaborough,2023-06-25,Lake,Chlorine,30.8,24.11,True,8.33,24.8,10.7,1990.85,5.66,Untreated,WaterSafe Canada,50.757021,-79.007263,1.05,Street often group.
SMP102190,Ontario,Michellehaven,2024-01-30,Groundwater,Microplastics,40.68,29.13,True,8.0,25.6,37.64,1393.14,11.86,Untreated,EnviroCan,57.204477,-128.550556,6.59,Sea foreign company process fly dog might hot.
SMP102191,Saskatchewan,New Michael,2022-05-09,Coastal,Nitrate,22.66,23.68,False,8.5,3.5,8.84,288.66,13.83,Partially Treated,HydroWatch,54.103092,-136.742006,9.28,Value camera recognize main bad culture support.
SMP102192,Quebec,East Kayleeville,2025-04-16,Groundwater,Pesticides,25.78,19.59,True,5.41,26.7,62.95,959.43,13.75,Partially Treated,WaterSafe Canada,57.179227,-136.543317,1.01,Want forward stay note sing.
SMP102193,Saskatchewan,Mcguireburgh,2024-10-15,River,Oil,23.6,21.74,True,7.78,3.5,45.73,934.33,3.52,Treated,CleanH2O Org,49.288555,-78.932344,0.97,Couple third behind building.
SMP102194,Prince Edward Island,New Jenniferstad,2024-11-26,Lake,Phosphate,25.64,10.01,True,8.72,5.9,42.72,533.97,12.42,Partially Treated,HydroWatch,53.749886,-85.398901,6.43,Herself there open.
SMP102195,Prince Edward Island,Gonzalezstad,2025-03-04,River,Mercury,19.52,6.75,True,7.15,4.8,95.58,433.13,11.09,Untreated,WaterSafe Canada,47.674375,-112.443129,9.34,Opportunity fall room.
SMP102196,Newfoundland and Labrador,Nelsonborough,2022-08-15,Coastal,Nitrate,9.4,5.79,True,5.46,7.9,90.22,1802.39,4.01,Untreated,EnviroCan,49.137982,-90.759765,5.25,Radio drug boy laugh.
SMP102197,Ontario,South Kimberly,2024-05-23,Lake,Lead,20.11,10.79,True,8.41,17.9,54.61,173.36,5.19,Partially Treated,CleanH2O Org,55.165681,-67.612862,4.97,Specific field last resource.
SMP102198,Alberta,Ballfort,2024-08-16,Coastal,Phosphate,21.15,20.83,True,8.74,5.1,68.2,54.65,3.74,Treated,WaterSafe Canada,52.337125,-61.696563,1.18,Young apply accept behavior voice mention.
SMP102199,Saskatchewan,Wallaceview,2022-10-28,Coastal,Phosphate,19.43,7.8,True,5.18,9.3,36.5,1811.98,6.88,Treated,EnviroCan,49.313355,-132.264973,1.74,Sport cell present in some.
SMP102200,Saskatchewan,West Kyleburgh,2023-05-07,River,Pathogens,42.48,6.6,True,7.7,29.9,97.91,647.24,5.26,Partially Treated,EnviroCan,50.685216,-93.162599,4.74,Process talk single see force ok.
SMP102201,Alberta,South Paulamouth,2023-08-25,River,Oil,28.22,18.96,True,7.31,12.5,4.49,1939.46,11.05,Untreated,WaterSafe Canada,49.575033,-69.21023,5.92,Hair often product share speak.
SMP102202,British Columbia,Riceport,2023-12-24,Reservoir,Nitrate,44.03,9.16,True,5.26,29.2,27.49,562.54,10.38,Partially Treated,EnviroCan,59.268308,-127.044904,1.06,Anything could make.
SMP102203,Saskatchewan,Whiteburgh,2023-04-17,Coastal,Nitrate,34.31,27.15,True,8.92,7.7,71.51,912.25,5.07,Untreated,WaterSafe Canada,47.188907,-131.561597,8.11,Rich many style audience.
SMP102204,Manitoba,North Keithmouth,2024-12-25,Coastal,Pathogens,44.91,25.85,True,8.53,13.7,87.72,306.53,13.18,Untreated,EnviroCan,56.780249,-59.951939,8.59,One not information skin add father.
SMP102205,Ontario,West Samuelburgh,2022-06-08,Reservoir,Nitrate,43.51,3.23,True,5.76,9.4,70.51,1369.95,4.82,Treated,HydroWatch,43.618551,-78.189571,1.75,Friend direction produce audience which stuff thank.
SMP102206,Quebec,Amytown,2023-04-15,Reservoir,Microplastics,15.45,22.92,False,8.26,27.2,39.38,1971.28,10.7,Untreated,EnviroCan,58.811234,-74.173378,8.04,Toward fear gun treat trip fall she.
SMP102207,Nova Scotia,West Michaelshire,2022-06-04,Reservoir,Nitrate,5.21,10.03,False,6.54,8.4,1.06,819.98,9.48,Treated,HydroWatch,57.022819,-93.273991,3.62,Good almost among coach national why.
SMP102208,Manitoba,Michaelland,2024-03-31,Coastal,Oil,10.67,20.56,False,8.98,6.7,99.06,1311.64,9.27,Untreated,WaterSafe Canada,54.084163,-95.111311,7.64,Discuss check outside best effort bring.
SMP102209,Prince Edward Island,Margaretberg,2025-01-26,Coastal,Mercury,45.76,1.37,True,5.23,16.5,96.36,1792.22,2.7,Untreated,HydroWatch,52.437121,-115.642683,5.75,Writer edge final agree budget suggest employee.
SMP102210,Alberta,Josephton,2023-04-18,Reservoir,Phosphate,37.26,12.52,True,5.96,17.9,31.55,1059.62,10.95,Untreated,HydroWatch,55.463436,-119.441035,7.21,I play follow message growth provide.
SMP102211,Ontario,South Sarahville,2022-05-13,Groundwater,Nitrate,36.3,15.46,True,5.22,9.7,75.69,1652.18,11.4,Untreated,WaterSafe Canada,50.37847,-82.506487,0.14,Quality way if item baby clearly I few.
SMP102212,Prince Edward Island,East Debbie,2024-12-16,River,Pathogens,45.45,24.82,True,8.25,27.1,11.6,1019.65,6.14,Partially Treated,CleanH2O Org,57.398522,-78.076176,4.02,Strategy popular hit painting pay do still.
SMP102213,British Columbia,Danielland,2022-07-01,Lake,Nitrate,35.3,21.82,True,6.29,20.6,61.87,339.99,6.24,Untreated,CleanH2O Org,57.12938,-66.418047,5.52,Science party girl so clear.
SMP102214,Newfoundland and Labrador,East Jenniferhaven,2023-07-13,Reservoir,Microplastics,16.92,1.07,True,7.59,4.4,11.71,1920.11,7.55,Untreated,CleanH2O Org,44.160139,-63.595301,5.67,Party statement thus view against score.
SMP102215,Saskatchewan,Boydburgh,2024-08-25,River,Lead,14.3,5.52,True,6.43,1.8,41.15,844.45,13.46,Untreated,WaterSafe Canada,53.216892,-110.983484,3.16,Stock before decide check TV quality.
SMP102216,Nova Scotia,Faulknermouth,2025-03-15,Groundwater,Phosphate,31.47,23.28,True,5.58,2.8,38.64,1838.17,8.36,Untreated,WaterSafe Canada,43.328363,-130.117694,2.0,Network range of husband green small must.
SMP102217,New Brunswick,Fritzstad,2023-04-28,Lake,Phosphate,49.12,11.87,True,6.22,26.7,38.04,1848.98,2.52,Treated,HydroWatch,46.80746,-71.554316,5.72,Picture just popular step mother serious candidate.
SMP102218,Manitoba,Kristenhaven,2024-08-25,River,Chlorine,1.91,23.61,False,6.35,22.5,72.48,529.67,7.43,Treated,CleanH2O Org,58.626135,-98.751861,1.21,Should someone individual sometimes when.
SMP102219,New Brunswick,Nicholasshire,2025-01-28,Groundwater,Nitrate,33.86,2.97,True,8.23,29.8,39.52,398.33,8.83,Untreated,WaterSafe Canada,55.443063,-62.18785,9.64,West report until individual indicate way.
SMP102220,Manitoba,West Luisfurt,2023-02-26,River,Mercury,28.55,22.92,True,8.35,23.3,95.98,1890.76,2.61,Untreated,EnviroCan,59.357755,-131.336769,7.7,Difficult less police.
SMP102221,New Brunswick,Velasquezmouth,2025-03-08,River,Nitrate,12.51,4.67,True,7.47,2.5,93.64,1850.03,12.65,Partially Treated,WaterSafe Canada,52.60607,-52.896523,5.33,Perhaps table like.
SMP102222,Alberta,North Darlenefurt,2023-04-30,Reservoir,Pathogens,2.38,21.2,False,5.62,28.8,68.39,1983.22,4.22,Untreated,CleanH2O Org,46.164986,-69.24086,2.74,Only public information Mr.
SMP102223,Alberta,Williamsfurt,2022-11-01,Reservoir,Chlorine,31.98,15.06,True,5.96,16.3,63.0,1501.07,11.63,Untreated,WaterSafe Canada,58.244902,-60.673886,3.56,All step them Congress.
SMP102224,Saskatchewan,Coffeyport,2024-03-31,Groundwater,Oil,0.21,6.14,False,6.76,29.8,64.83,753.1,11.93,Treated,EnviroCan,59.629741,-84.821671,2.28,Along PM beat.
SMP102225,Quebec,East Brianhaven,2023-07-02,Lake,Nitrate,43.1,15.94,True,5.21,24.8,15.56,752.43,8.23,Partially Treated,CleanH2O Org,43.540442,-55.500083,1.68,Camera world thus air.
SMP102226,Newfoundland and Labrador,West Casey,2023-10-15,Reservoir,Lead,34.11,17.3,True,6.51,27.0,33.58,636.35,4.02,Treated,EnviroCan,54.55833,-95.035171,8.32,Market either box can industry bit.
SMP102227,Newfoundland and Labrador,Johnstad,2024-06-21,Lake,Microplastics,4.98,18.44,False,8.13,4.1,95.37,1369.1,11.41,Partially Treated,EnviroCan,45.774722,-127.405814,6.04,Fall whose ever manage eight wife.
SMP102228,Manitoba,Crystalberg,2022-08-11,Groundwater,Mercury,6.66,23.8,False,5.76,13.2,55.67,393.35,7.82,Treated,EnviroCan,59.191688,-66.937587,7.81,Job program build building debate.
SMP102229,Newfoundland and Labrador,Thompsonmouth,2023-07-02,Groundwater,Mercury,9.32,29.74,False,5.69,29.3,63.44,618.72,10.75,Treated,CleanH2O Org,56.880704,-82.517485,9.03,Middle responsibility walk long wrong.
SMP102230,Manitoba,North Carolyn,2023-10-10,Groundwater,Oil,7.88,5.93,True,5.48,10.2,18.95,1016.49,3.83,Untreated,CleanH2O Org,53.488488,-120.661294,4.8,Level prepare rather them time economy short.
SMP102231,Quebec,East Melody,2023-08-07,River,Mercury,3.72,24.61,False,8.19,18.0,55.75,1698.73,5.68,Partially Treated,EnviroCan,51.849539,-80.513887,1.86,Few almost nature paper.
SMP102232,British Columbia,Floreston,2024-04-27,River,Microplastics,38.56,23.7,True,5.75,17.1,39.73,638.29,3.4,Treated,CleanH2O Org,56.396039,-138.786994,5.72,Rich oil center treat guy behavior treatment federal.
SMP102233,British Columbia,Jamesshire,2022-05-29,River,Pesticides,8.31,11.89,False,8.59,13.1,84.83,1748.91,11.32,Treated,CleanH2O Org,49.704331,-57.372349,9.07,Note protect when seek.
SMP102234,Nova Scotia,East Billburgh,2022-09-30,Lake,Microplastics,30.18,18.93,True,8.62,14.2,60.64,409.47,4.19,Untreated,HydroWatch,50.890711,-136.552344,1.27,Would should together.
SMP102235,Newfoundland and Labrador,East Coreyburgh,2024-06-22,Coastal,Microplastics,10.19,2.08,True,5.21,26.4,60.96,203.6,2.86,Treated,EnviroCan,57.132528,-85.518635,3.32,Entire go professor.
SMP102236,British Columbia,Shepherdstad,2022-05-23,River,Microplastics,29.42,5.68,True,6.9,29.6,14.64,1112.22,12.56,Partially Treated,EnviroCan,53.011376,-107.194534,3.59,Suggest our writer friend edge music.
SMP102237,Ontario,East Joseville,2023-03-11,Lake,Oil,39.5,20.57,True,7.3,12.3,35.02,683.34,7.03,Partially Treated,WaterSafe Canada,53.589877,-80.482975,8.57,Little factor director manager soon store.
SMP102238,Ontario,Curtisbury,2023-10-04,River,Mercury,40.18,22.92,True,8.01,20.9,93.24,162.18,11.28,Partially Treated,EnviroCan,55.585228,-104.833494,8.76,Modern expect human born take individual.
SMP102239,Manitoba,Hartborough,2023-01-01,Reservoir,Phosphate,29.36,25.08,True,7.7,2.4,39.65,1770.09,8.42,Partially Treated,CleanH2O Org,49.156685,-83.473786,3.37,Sort among friend open hand sense.
SMP102240,New Brunswick,Batesshire,2024-01-20,Reservoir,Pathogens,32.44,18.54,True,5.31,29.6,74.26,1415.02,10.5,Partially Treated,CleanH2O Org,48.627487,-119.786719,6.91,Security foreign kid animal team computer.
SMP102241,Quebec,West Jessica,2023-12-28,Coastal,Chlorine,3.82,1.96,True,8.94,12.9,2.36,592.02,10.3,Untreated,WaterSafe Canada,53.933816,-86.302536,4.19,Pass throughout eye while cause brother.
SMP102242,Ontario,New Tina,2025-01-11,Groundwater,Nitrate,46.37,3.63,True,6.7,2.1,18.37,347.09,2.74,Partially Treated,WaterSafe Canada,48.577148,-130.995917,2.66,Per threat pick list.
SMP102243,British Columbia,Westchester,2023-12-18,Groundwater,Nitrate,19.1,23.27,False,5.88,28.9,28.21,665.79,2.92,Treated,CleanH2O Org,49.007488,-58.971714,4.67,International member significant.
SMP102244,New Brunswick,Port Alexis,2023-12-15,Coastal,Pesticides,18.93,10.8,True,5.14,26.7,6.55,535.59,8.84,Untreated,WaterSafe Canada,48.077889,-53.856321,9.61,Enjoy television simply issue.
SMP102245,Ontario,Gainesland,2025-01-29,Lake,Pesticides,15.42,14.6,True,7.03,26.4,49.63,1206.11,9.48,Treated,HydroWatch,53.771181,-87.133848,2.65,Until fine identify away second college civil.
SMP102246,Alberta,Port Randystad,2025-03-06,River,Phosphate,11.15,2.18,True,6.17,13.5,49.39,721.0,6.7,Partially Treated,WaterSafe Canada,43.338013,-134.508643,8.29,Detail significant learn choose.
SMP102247,Nova Scotia,Lake Jimmyburgh,2024-02-04,Reservoir,Lead,14.37,17.96,False,6.4,21.7,96.74,1419.25,10.86,Treated,CleanH2O Org,46.606953,-60.473135,6.04,Could detail especially increase many person.
SMP102248,Alberta,New Amy,2024-09-01,Reservoir,Phosphate,38.66,12.64,True,8.69,4.9,72.81,1878.26,13.05,Untreated,WaterSafe Canada,48.734267,-71.077121,6.52,Mother decision himself police.
SMP102249,New Brunswick,Vargasfort,2022-10-29,Coastal,Microplastics,6.4,17.75,False,5.51,17.1,90.96,1645.05,2.31,Treated,HydroWatch,54.605907,-91.678478,5.28,Against garden art thousand.
SMP102250,British Columbia,Richardbury,2025-01-19,Coastal,Chlorine,27.18,5.28,True,8.66,6.0,41.21,1637.84,3.33,Partially Treated,EnviroCan,59.41248,-97.693746,4.08,Five for both year.
SMP102251,Alberta,South Kimberlychester,2022-09-29,Lake,Chlorine,34.54,19.73,True,8.98,6.2,74.07,753.85,13.95,Untreated,WaterSafe Canada,52.134201,-108.323091,8.26,Movement day role name employee all speak.
SMP102252,New Brunswick,Port Cassandrabury,2022-07-20,River,Chlorine,14.38,6.71,True,6.72,22.1,57.92,1658.44,4.27,Untreated,CleanH2O Org,46.00651,-118.738773,3.27,Under human decision so feel someone.
SMP102253,British Columbia,Patriciaton,2024-06-02,Reservoir,Microplastics,41.92,24.5,True,6.73,20.8,92.34,869.43,6.68,Partially Treated,HydroWatch,46.096399,-118.007841,6.46,Ground east animal its artist beyond.
SMP102254,Alberta,North Brenda,2024-12-03,Groundwater,Mercury,28.37,22.7,True,7.18,12.1,94.6,302.99,7.97,Partially Treated,CleanH2O Org,54.561169,-111.134824,0.9,Tough may trial.
SMP102255,New Brunswick,New Autumn,2022-05-18,Reservoir,Oil,34.1,10.57,True,8.66,15.3,78.45,1018.7,2.96,Treated,CleanH2O Org,50.635414,-69.965565,9.53,House within main describe according cover listen.
SMP102256,Prince Edward Island,South Johnland,2023-10-21,Groundwater,Chlorine,32.27,17.14,True,7.13,12.9,96.94,1235.34,4.57,Untreated,EnviroCan,43.528357,-129.020743,8.02,There hot program.
SMP102257,Ontario,North Charlesburgh,2025-01-08,River,Oil,30.63,2.79,True,6.82,15.6,43.98,1244.11,5.11,Treated,HydroWatch,48.26385,-54.20991,6.02,Approach tell herself as kid somebody different well.
SMP102258,Nova Scotia,Jamesbury,2023-01-05,Coastal,Lead,29.17,1.8,True,5.5,1.8,27.16,1690.26,3.51,Partially Treated,HydroWatch,55.376492,-100.826152,9.28,Space born green middle.
SMP102259,British Columbia,Lake Kaylaville,2023-03-23,Reservoir,Microplastics,32.76,2.16,True,6.45,3.5,86.33,1472.05,10.6,Untreated,EnviroCan,47.746928,-137.852093,9.72,Message hour professor for.
SMP102260,Newfoundland and Labrador,Nataliestad,2023-11-26,Groundwater,Pathogens,13.98,5.43,True,6.66,25.0,72.77,1126.24,5.86,Treated,CleanH2O Org,53.981287,-132.926593,0.97,Leave source risk wall PM however central trip.
SMP102261,New Brunswick,Lake Colin,2023-09-26,Coastal,Chlorine,5.36,15.91,False,6.85,26.5,45.51,1010.54,11.22,Treated,CleanH2O Org,52.969367,-72.691934,1.39,City behind choose mouth cut stage.
SMP102262,Quebec,West Veronica,2023-01-24,Coastal,Pesticides,15.4,13.39,True,6.01,24.9,69.95,121.88,7.77,Partially Treated,EnviroCan,53.870728,-132.469711,4.11,Possible expert wish enter itself may back boy.
SMP102263,British Columbia,New Evanmouth,2023-09-02,Reservoir,Microplastics,33.7,3.0,True,7.85,24.3,68.83,168.3,4.83,Untreated,HydroWatch,55.25206,-131.688027,0.11,Us receive once apply goal himself.
SMP102264,Alberta,Shermanland,2024-07-07,Lake,Phosphate,13.52,22.57,False,6.89,15.8,99.87,484.26,2.6,Untreated,HydroWatch,56.148235,-139.114769,8.39,Degree cover pattern loss exist key music.
SMP102265,Alberta,South Coreytown,2023-06-03,Reservoir,Nitrate,49.58,19.72,True,5.67,7.4,41.57,1659.71,10.49,Treated,WaterSafe Canada,48.523346,-83.750353,6.33,Impact price really among play pass free.
SMP102266,Alberta,Lake Keithchester,2022-07-11,Coastal,Oil,20.71,20.67,True,5.09,18.5,76.29,255.18,12.09,Treated,HydroWatch,43.597411,-58.49174,0.27,Generation treat walk region rule situation support.
SMP102267,New Brunswick,Rickeybury,2023-12-15,Groundwater,Pesticides,21.22,8.02,True,6.18,4.4,60.97,1292.3,9.86,Partially Treated,HydroWatch,50.135235,-100.248013,8.48,Continue history study fast use.
SMP102268,Newfoundland and Labrador,West Johnnychester,2022-05-03,Groundwater,Microplastics,37.23,8.25,True,8.02,17.2,10.75,1402.48,4.2,Untreated,EnviroCan,44.306939,-100.930512,8.81,Avoid son policy part young approach girl policy.
SMP102269,Manitoba,Tracytown,2024-02-17,River,Pathogens,7.6,5.09,True,8.49,7.7,93.9,364.52,2.01,Partially Treated,CleanH2O Org,59.404608,-92.685474,9.65,Democrat foreign toward language do something age little.
SMP102270,Ontario,Robersonhaven,2024-12-07,Coastal,Pathogens,0.79,12.3,False,6.81,15.3,87.94,487.38,5.97,Treated,CleanH2O Org,43.860279,-81.149481,0.82,For mouth cause.
SMP102271,Ontario,South Adam,2023-09-18,Coastal,Microplastics,16.81,1.09,True,5.3,10.6,46.92,177.58,6.66,Treated,CleanH2O Org,45.366234,-137.829523,4.78,Cost hot want practice letter customer responsibility.
SMP102272,Quebec,Boonebury,2023-03-26,Coastal,Phosphate,5.09,26.38,False,8.47,19.7,21.37,1591.49,12.39,Untreated,WaterSafe Canada,50.909433,-127.013153,4.17,Personal will best million involve early.
SMP102273,Quebec,Wilsontown,2024-10-02,Lake,Oil,48.41,17.38,True,6.0,8.1,69.63,741.57,6.78,Untreated,WaterSafe Canada,43.074168,-113.487577,9.3,Physical according simple alone produce see indeed.
SMP102274,Manitoba,Meganton,2023-09-07,Lake,Phosphate,12.63,25.74,False,7.27,27.8,72.47,1101.09,6.87,Treated,EnviroCan,52.934632,-134.893269,2.41,Marriage trade government particular hope have.
SMP102275,Alberta,Jenniferville,2022-08-01,River,Pathogens,37.54,23.93,True,7.39,14.2,29.87,1631.46,4.23,Untreated,EnviroCan,49.035129,-78.198929,6.67,Good wind sign court.
SMP102276,Prince Edward Island,Lake Lindseyfort,2023-01-17,River,Phosphate,4.63,20.51,False,5.44,19.1,75.41,721.21,13.15,Treated,CleanH2O Org,44.387154,-127.794194,9.59,Task scientist quite fine deal.
SMP102277,Prince Edward Island,Port Jacobhaven,2023-12-19,River,Pesticides,28.58,18.96,True,7.29,26.5,55.08,546.94,2.24,Treated,HydroWatch,45.93944,-128.113972,4.92,Field ability activity yourself follow.
SMP102278,Alberta,North Kyle,2024-01-17,Groundwater,Chlorine,2.18,4.17,False,5.16,1.8,6.92,1993.98,12.88,Partially Treated,CleanH2O Org,57.155599,-102.276343,2.06,Edge civil since.
SMP102279,Manitoba,North Annette,2023-04-09,Coastal,Lead,22.35,15.16,True,5.87,23.4,89.7,1783.43,2.26,Untreated,EnviroCan,46.186619,-96.142554,3.25,Election recently affect movie town stay.
SMP102280,Nova Scotia,Catherineside,2023-04-13,Reservoir,Phosphate,35.94,25.62,True,7.07,24.3,12.21,1232.59,13.35,Treated,EnviroCan,44.414126,-112.056029,3.34,Money officer I chance.
SMP102281,Prince Edward Island,North Deannafurt,2023-01-27,Coastal,Pathogens,13.48,21.11,False,6.06,5.8,16.34,1839.82,9.9,Untreated,HydroWatch,53.890061,-87.296786,1.05,Explain himself market peace.
SMP102282,Ontario,Jacobbury,2023-03-08,Reservoir,Lead,42.44,28.57,True,5.72,16.7,19.19,1911.04,13.01,Untreated,EnviroCan,57.695161,-88.355104,1.16,Play behavior team but board.
SMP102283,Ontario,South Mike,2023-06-05,River,Mercury,3.11,27.75,False,5.13,11.3,44.62,578.59,3.0,Untreated,HydroWatch,59.924353,-58.774809,6.64,Nature meeting position yet attention important.
SMP102284,Alberta,North Randy,2023-03-08,Lake,Pathogens,13.78,15.35,False,8.83,22.7,72.43,841.42,3.76,Untreated,WaterSafe Canada,55.32212,-133.768791,8.23,Too ago affect so computer.
SMP102285,Manitoba,Lake Roberttown,2024-06-18,Coastal,Phosphate,10.68,7.69,True,7.81,16.5,82.38,1859.62,5.37,Untreated,WaterSafe Canada,43.665188,-137.891793,9.98,Dark child know wall their.
SMP102286,British Columbia,Ortegaton,2023-09-01,Coastal,Phosphate,24.66,1.14,True,7.18,8.3,45.12,891.68,6.94,Untreated,HydroWatch,55.092988,-66.110967,0.94,Spend general candidate business lawyer for.
SMP102287,British Columbia,New Gregoryland,2025-03-23,Coastal,Pesticides,21.97,16.25,True,6.18,1.2,9.28,785.54,11.48,Partially Treated,CleanH2O Org,52.638695,-97.039026,6.15,From fact subject region reason option much professional.
SMP102288,Quebec,North Charlesfurt,2022-08-18,Lake,Oil,41.85,8.81,True,5.92,11.0,98.49,1019.05,12.92,Treated,WaterSafe Canada,50.23818,-83.241706,6.78,Describe music board democratic.
SMP102289,Prince Edward Island,Ginamouth,2024-02-16,River,Mercury,18.51,11.26,True,5.51,9.9,81.75,1419.97,8.41,Partially Treated,HydroWatch,56.74853,-69.937102,1.08,Our decide institution.
SMP102290,Nova Scotia,South Jennifer,2022-06-30,River,Nitrate,6.2,19.35,False,7.04,18.9,14.54,529.38,6.21,Partially Treated,HydroWatch,47.269757,-94.468,3.87,Poor party expect.
SMP102291,Newfoundland and Labrador,East Annetteville,2022-06-07,Coastal,Phosphate,31.67,14.94,True,7.57,18.3,99.94,1960.11,9.06,Treated,HydroWatch,50.182774,-53.079596,1.66,Think month move.
SMP102292,Quebec,Walkerhaven,2022-09-03,River,Nitrate,47.33,6.05,True,6.35,20.7,88.38,1888.61,2.22,Treated,EnviroCan,50.43798,-114.21358,0.71,Require what go fly situation.
SMP102293,British Columbia,South Cheryl,2024-04-29,Reservoir,Microplastics,21.93,10.91,True,7.54,7.4,18.25,1810.02,9.87,Untreated,EnviroCan,43.703644,-111.768838,6.38,Moment happen Republican stop meeting sound support.
SMP102294,Prince Edward Island,Lake Donaldshire,2024-09-17,River,Phosphate,9.38,3.91,True,5.83,12.7,30.11,911.59,7.78,Treated,WaterSafe Canada,51.352311,-70.190173,3.85,Organization candidate business dog yet dinner.
SMP102295,British Columbia,West Erik,2023-11-18,Lake,Nitrate,27.34,3.4,True,5.56,20.9,28.14,319.61,7.46,Partially Treated,EnviroCan,57.891866,-129.027268,4.11,Financial radio board buy accept.
SMP102296,Newfoundland and Labrador,Brookefort,2024-08-22,Lake,Oil,27.73,5.76,True,5.86,19.9,68.67,1500.67,7.62,Partially Treated,HydroWatch,48.456274,-104.405436,0.93,Lay drug kitchen must political deal card society.
SMP102297,British Columbia,Richardborough,2024-11-06,Reservoir,Chlorine,10.81,15.31,False,8.55,1.5,86.94,815.43,2.79,Partially Treated,WaterSafe Canada,53.479984,-127.964112,9.01,Rise only even data talk sea senior me.
SMP102298,Nova Scotia,Hughesbury,2023-02-03,Reservoir,Microplastics,0.4,3.92,False,6.74,25.3,53.5,1197.97,10.19,Untreated,EnviroCan,54.151293,-71.426168,7.66,Instead eat accept take store.
SMP102299,New Brunswick,Yuview,2022-10-07,Coastal,Chlorine,22.18,15.95,True,6.51,26.5,42.34,433.15,11.35,Untreated,HydroWatch,45.460143,-71.655335,9.0,Piece eight even image.
SMP102300,Ontario,New Cindy,2024-11-02,Coastal,Pesticides,20.27,2.47,True,5.76,3.7,67.04,1549.31,8.85,Partially Treated,HydroWatch,51.839574,-116.033794,7.46,Keep data moment national product appear high.
SMP102301,Alberta,Cherryton,2023-10-14,Reservoir,Nitrate,21.61,3.71,True,8.83,12.2,63.15,1644.06,13.25,Untreated,EnviroCan,46.711967,-121.196476,8.31,Thought end war national.
SMP102302,Alberta,Brandtfurt,2023-12-11,Coastal,Mercury,18.11,22.43,False,7.39,22.7,21.36,583.83,5.76,Partially Treated,HydroWatch,49.618463,-99.812281,2.61,Mrs rock institution begin tell music take.
SMP102303,Nova Scotia,Sharpport,2024-07-13,River,Pesticides,37.76,4.43,True,5.53,22.0,15.52,1243.58,11.98,Partially Treated,EnviroCan,56.447909,-76.443335,8.13,Whole various group.
SMP102304,Nova Scotia,Maloneton,2025-04-23,Reservoir,Pesticides,19.59,0.35,True,7.62,17.4,42.1,968.48,3.2,Partially Treated,HydroWatch,52.57232,-122.995744,6.46,Opportunity least yourself produce current.
SMP102305,Quebec,Jasonside,2024-08-27,Coastal,Pathogens,48.16,25.53,True,6.35,29.3,64.48,1522.47,13.84,Treated,EnviroCan,52.308575,-111.650371,2.47,Stock during around why model add each.
SMP102306,Nova Scotia,West Matthew,2023-05-12,River,Nitrate,41.87,29.05,True,8.53,17.5,62.65,686.35,7.71,Partially Treated,WaterSafe Canada,49.812474,-93.946644,0.86,Join woman blood gas fear child say.
SMP102307,Ontario,South Gregoryfurt,2022-07-02,Groundwater,Pesticides,49.73,7.35,True,7.57,7.0,39.21,1964.2,4.77,Partially Treated,WaterSafe Canada,51.679262,-139.474549,6.75,Instead toward walk three particular one professional memory.
SMP102308,Manitoba,East Eric,2024-11-29,Coastal,Oil,4.01,19.27,False,5.54,29.3,17.3,1612.88,5.59,Partially Treated,WaterSafe Canada,44.032377,-111.174037,2.93,Body else possible behavior somebody here on such.
SMP102309,Prince Edward Island,West Yolandastad,2022-08-08,Lake,Microplastics,44.32,11.2,True,5.58,3.7,52.0,724.87,8.04,Untreated,CleanH2O Org,58.270026,-138.701186,5.69,Which produce hospital.
SMP102310,Prince Edward Island,Sarahshire,2022-12-10,River,Pesticides,25.6,8.99,True,8.84,11.0,43.69,1264.52,8.26,Partially Treated,EnviroCan,57.860694,-134.711532,7.34,Possible suggest talk quickly.
SMP102311,New Brunswick,Ericton,2024-04-28,Coastal,Lead,35.27,26.97,True,6.28,14.1,65.5,683.23,13.87,Partially Treated,EnviroCan,51.535557,-65.099116,9.73,Century smile bar book lose couple best reflect.
SMP102312,Quebec,Carolchester,2024-10-24,Groundwater,Lead,48.79,20.43,True,5.61,6.7,80.05,1571.31,8.96,Treated,EnviroCan,54.76939,-67.877861,7.14,General industry fast court money drive performance.
SMP102313,Quebec,Richfort,2023-03-29,Groundwater,Pathogens,3.81,28.29,False,8.98,28.9,26.39,434.08,2.6,Untreated,WaterSafe Canada,51.364475,-104.202475,3.1,Others garden campaign particular go.
SMP102314,Saskatchewan,Port Nicole,2022-05-26,Lake,Chlorine,34.73,16.15,True,6.93,21.8,94.41,1516.33,7.54,Treated,CleanH2O Org,58.2763,-53.728145,2.65,Middle may air task.
